order_id,customer_id,order_date,status,channel
2184,115,2024-06-11,returned,mobile
4728,387,2026-03-17,completed,store
5678,108,2025-10-19,shipped,web
2470,15,2026-05-05,cancelled,mobile
1743,234,2024-03-26,cancelled,partner
3601,17,2025-11-19,cancelled,web
5967,382,2025-11-26,completed,mobile
3133,145,2024-11-14,cancelled,mobile
5585,81,2024-04-15,completed,mobile
1251,436,2025-11-19,completed,store
2175,190,2024-07-28,completed,web
2090,494,2024-01-10,completed,partner
3745,141,2024-09-19,completed,store
2144,434,2025-08-24,completed,mobile
5321,67,2024-02-23,completed,store
3155,285,2026-02-01,completed,mobile
1269,1,2024-12-04,completed,store
1809,60,2024-04-08,cancelled,mobile
4005,453,2025-04-27,completed,mobile
1063,22,2024-05-13,completed,web
3558,125,2025-07-20,completed,web
3458,191,2025-08-13,completed,partner
3047,392,2025-04-02,cancelled,mobile
2609,41,2024-05-31,shipped,mobile
1131,458,2024-08-29,cancelled,web
5991,138,2026-01-06,completed,web
3015,50,2024-11-26,completed,web
5200,92,2025-03-07,completed,store
2487,470,2025-01-06,returned,partner
3787,403,2025-05-17,cancelled,partner
5437,191,2024-06-21,completed,web
2121,232,2025-05-07,shipped,store
4700,43,2025-05-10,completed,store
5325,61,2024-05-14,completed,mobile
4367,421,2025-06-21,completed,mobile
4523,94,2025-09-20,completed,mobile
3436,344,2025-12-20,cancelled,mobile
2300,117,2024-10-30,completed,mobile
4699,322,2024-11-06,completed,web
3853,443,2025-06-21,completed,web
5671,61,2026-05-21,completed,web
2472,250,2026-01-20,completed,store
1144,277,2024-12-05,returned,web
4577,209,2026-03-05,completed,mobile
5654,31,2024-04-23,completed,web
2013,418,2025-02-27,completed,mobile
5343,80,2025-05-15,completed,web
2056,64,2025-09-25,cancelled,mobile
3078,31,2024-04-19,completed,web
2593,446,2026-02-13,completed,web
2320,126,2025-12-05,returned,web
5635,343,2025-01-12,cancelled,mobile
3667,276,2025-01-05,completed,partner
3836,222,2024-05-06,cancelled,store
2023,284,2026-03-11,returned,mobile
2191,74,2025-11-05,completed,store
3361,148,2025-01-14,cancelled,web
3631,342,2026-04-06,completed,web
1259,288,2025-09-22,returned,store
5946,207,2025-06-25,completed,mobile
4698,201,2025-01-16,returned,web
2268,34,2025-08-22,completed,mobile
1198,98,2025-10-31,completed,web
3768,174,2024-04-03,cancelled,web
1600,344,2025-08-14,shipped,web
2504,405,2026-03-27,completed,mobile
4080,153,2026-02-20,completed,mobile
5210,482,2026-02-22,returned,web
5391,321,2025-05-09,completed,web
2932,173,2024-08-11,completed,web
3895,101,2025-02-25,returned,web
2256,359,2024-07-12,completed,web
2992,102,2026-04-22,completed,web
2425,71,2024-10-11,completed,web
4437,186,2025-11-28,completed,web
4520,384,2025-12-12,completed,store
4020,389,2025-03-03,completed,mobile
4233,336,2024-08-29,completed,mobile
3603,445,2024-09-21,cancelled,mobile
4228,91,2024-03-03,completed,web
1083,195,2025-06-22,completed,store
5235,449,2024-10-18,shipped,mobile
2829,390,2024-12-23,cancelled,mobile
5938,443,2024-12-17,completed,web
2033,223,2026-03-14,shipped,mobile
2355,164,2026-05-20,completed,mobile
5488,59,2026-04-09,completed,web
4319,212,2025-03-31,returned,mobile
2085,73,2025-02-27,cancelled,store
5880,67,2025-05-05,completed,web
4193,402,2025-02-09,cancelled,store
3611,450,2025-01-06,completed,partner
4924,256,2026-01-26,shipped,mobile
1619,126,2025-06-29,completed,mobile
4645,326,2024-03-04,completed,mobile
5465,321,2026-04-27,cancelled,web
2812,394,2025-06-04,shipped,web
2727,428,2025-07-18,cancelled,web
4756,441,2026-04-10,completed,web
1766,344,2026-04-01,completed,mobile
1408,4,2025-09-19,cancelled,mobile
3534,352,2026-01-06,completed,web
1554,383,2026-03-21,cancelled,store
1742,311,2025-02-07,cancelled,store
4499,82,2024-02-07,cancelled,mobile
3083,422,2025-04-28,completed,partner
2123,109,2025-10-29,shipped,mobile
4900,142,2025-02-11,completed,web
4799,280,2024-06-26,completed,mobile
3857,261,2025-10-22,completed,store
3101,80,2024-01-22,completed,mobile
1244,23,2026-03-10,completed,store
3242,231,2025-03-31,completed,store
3441,33,2024-10-05,completed,web
5809,467,2024-04-06,completed,partner
5715,264,2025-11-18,cancelled,web
1006,187,2024-05-13,cancelled,mobile
4996,493,2024-08-21,cancelled,web
5085,190,2026-04-29,cancelled,web
5509,293,2025-05-13,completed,web
3949,145,2025-02-12,returned,web
5655,254,2025-03-07,completed,web
4928,316,2026-04-18,completed,partner
5626,346,2025-08-02,returned,web
5760,24,2024-08-24,shipped,web
5778,486,2026-02-09,completed,mobile
1459,54,2024-01-20,returned,mobile
1611,174,2025-08-04,completed,web
2787,179,2025-01-05,completed,mobile
1548,151,2026-04-29,returned,mobile
3371,80,2025-03-21,completed,mobile
5511,390,2024-09-04,completed,partner
4955,348,2025-03-12,completed,mobile
3970,181,2024-03-29,completed,web
3310,77,2025-08-11,completed,web
2970,20,2025-05-16,completed,mobile
4170,383,2024-03-04,completed,store
5944,278,2025-07-18,completed,store
5933,419,2024-11-18,completed,store
4318,264,2025-09-07,returned,web
3073,122,2024-01-06,shipped,mobile
2968,95,2024-12-11,shipped,store
1571,113,2025-06-21,completed,store
4594,363,2024-07-05,completed,web
3495,199,2025-02-04,completed,mobile
1715,404,2025-08-30,completed,mobile
2861,187,2024-01-26,completed,partner
4054,163,2026-03-14,completed,web
1348,346,2026-02-23,completed,web
1140,39,2024-04-12,completed,mobile
1965,278,2024-05-10,returned,web
5027,21,2025-03-08,cancelled,web
4606,477,2025-05-24,cancelled,web
1902,60,2026-04-11,returned,web
5143,364,2024-05-14,returned,mobile
1129,49,2026-02-13,returned,web
4148,357,2026-02-13,shipped,web
3555,148,2024-06-10,completed,web
4641,227,2024-07-12,completed,web
3033,156,2024-11-08,cancelled,store
2601,406,2025-02-06,completed,store
1894,94,2024-12-03,cancelled,store
3821,367,2025-12-26,completed,mobile
2813,,2025-07-06,cancelled,web
2736,194,2025-08-04,completed,web
4491,75,2024-12-16,completed,mobile
1373,349,2025-06-09,completed,mobile
1375,374,2026-03-05,completed,store
5269,258,2025-11-16,completed,web
5191,5,2025-09-07,completed,mobile
3609,140,2024-05-31,cancelled,web
2451,277,2025-12-01,completed,store
3749,274,2025-11-04,shipped,store
2488,496,2024-06-15,cancelled,web
5785,262,2025-07-31,completed,mobile
1494,302,2024-02-21,returned,store
4651,186,2024-09-10,completed,mobile
2734,160,2024-12-17,completed,web
5670,47,2025-04-20,cancelled,web
3929,248,2025-01-09,completed,partner
4654,119,2025-06-04,shipped,web
5384,441,2025-09-22,completed,mobile
4196,179,2026-03-22,completed,web
1248,113,2025-09-08,returned,partner
1948,400,2025-11-27,completed,mobile
3471,345,2025-01-24,completed,mobile
2127,50,2025-10-17,completed,web
1268,35,2025-07-23,completed,web
4627,397,2024-11-17,cancelled,web
3761,233,2024-03-15,completed,mobile
1465,478,2025-05-16,cancelled,store
1567,127,2025-07-29,completed,mobile
5279,240,2025-09-14,returned,web
1983,221,2025-12-20,completed,mobile
4991,423,2024-10-13,completed,partner
4878,291,2024-03-25,cancelled,mobile
2933,248,2025-10-08,completed,mobile
5942,147,2025-11-03,completed,mobile
3000,32,2024-04-09,completed,web
2498,400,2025-10-31,completed,partner
2246,227,2026-01-30,completed,mobile
1678,254,2025-08-02,completed,web
5281,182,2024-08-30,completed,store
3910,124,2025-11-14,cancelled,web
1386,154,2025-08-11,completed,mobile
1539,296,2025-09-23,cancelled,store
4217,211,2024-02-06,returned,store
2840,493,2025-04-03,completed,web
1843,3,2026-03-19,returned,mobile
1574,173,2025-06-22,cancelled,store
5287,267,2025-10-06,completed,web
5543,206,2026-04-03,completed,mobile
2106,462,2024-03-17,completed,web
3179,223,2026-05-06,completed,mobile
1941,150,2025-04-23,completed,web
1952,281,2026-01-19,shipped,mobile
5351,59,2024-04-06,completed,store
4857,114,2025-06-07,shipped,web
2406,399,2024-05-13,completed,mobile
1508,323,2025-04-05,cancelled,web
1519,102,2025-12-01,completed,mobile
3530,438,2024-11-16,completed,web
2642,407,2024-09-20,returned,mobile
4043,454,2024-03-25,completed,store
4474,66,2024-08-02,completed,store
3238,365,2025-08-04,cancelled,mobile
3552,339,2024-01-23,completed,mobile
1311,217,2024-07-20,completed,store
3477,112,2025-05-29,completed,mobile
4963,160,2026-03-28,shipped,web
2927,417,2025-08-15,completed,web
2443,376,2024-05-26,returned,store
2044,269,2024-02-11,cancelled,web
2088,183,2025-01-20,returned,mobile
4836,200,2024-03-18,returned,mobile
1468,104,2025-07-25,shipped,mobile
5501,198,2024-09-17,completed,web
4643,256,2025-12-27,completed,mobile
1490,188,2024-12-22,completed,mobile
4266,106,2025-01-24,completed,web
1758,442,2024-12-19,completed,mobile
3331,323,2024-09-26,completed,mobile
4369,121,2025-05-30,completed,web
3984,150,2024-12-11,cancelled,web
3583,174,2025-01-15,completed,mobile
2325,148,2024-10-07,returned,partner
1220,428,2025-02-25,completed,web
4436,477,2025-08-03,completed,web
4659,144,2025-07-05,cancelled,web
2097,180,2026-02-02,completed,web
2071,253,2024-04-13,completed,partner
5057,158,2026-03-05,completed,web
4405,78,2024-11-05,returned,store
5194,202,2024-12-13,cancelled,web
3210,304,2025-07-18,cancelled,web
2185,330,2026-01-03,returned,mobile
4575,195,2024-05-15,completed,web
1738,41,2024-08-09,returned,mobile
3476,180,2025-08-30,returned,partner
2218,92,2026-05-20,cancelled,web
2116,91,2026-03-17,returned,store
5225,317,2026-01-21,cancelled,web
2628,400,2024-02-21,returned,web
4867,351,2026-01-30,completed,web
1332,69,2024-02-14,completed,mobile
4937,320,2024-01-31,completed,store
1702,433,2025-11-25,cancelled,web
5089,100,2025-10-13,cancelled,mobile
5730,248,2025-04-27,returned,partner
1478,165,2024-09-03,cancelled,mobile
1476,30,2024-12-26,completed,mobile
5822,157,2024-05-23,completed,web
1573,481,2025-09-11,shipped,web
2549,38,2026-01-28,completed,web
3696,55,2025-07-17,shipped,mobile
2575,58,2025-01-08,completed,web
2769,54,2025-12-01,cancelled,mobile
3247,86,2025-07-21,completed,web
2297,425,2026-05-17,completed,mobile
5968,348,2024-09-09,completed,web
2902,13,2024-07-19,completed,mobile
5457,274,2025-02-18,cancelled,web
1349,179,2024-09-20,completed,web
4166,94,2026-04-02,returned,web
2556,166,2026-01-15,completed,mobile
3808,414,2024-04-16,completed,partner
4435,126,2026-03-06,completed,web
2810,207,2024-06-22,completed,web
3489,225,2025-12-19,completed,web
4979,438,2025-12-16,completed,mobile
4420,166,2025-12-07,cancelled,store
3196,221,2026-04-04,completed,web
5989,324,2025-08-31,completed,mobile
1910,363,2025-12-12,completed,partner
4480,442,2025-11-02,completed,mobile
1414,288,2024-04-07,completed,mobile
1405,138,2024-10-18,completed,web
4987,163,2025-07-30,cancelled,mobile
5797,337,2025-09-14,completed,web
2435,14,2025-03-20,completed,web
4527,328,2026-03-21,completed,store
2222,74,2025-08-22,completed,mobile
3690,466,2024-12-14,completed,web
1148,376,2026-01-16,completed,store
3402,456,2025-05-23,completed,web
1960,115,2024-10-01,cancelled,store
1934,330,2025-05-19,completed,mobile
5577,235,2025-06-07,completed,store
1052,497,2024-12-01,completed,mobile
2837,21,2025-07-29,shipped,web
1831,63,2025-03-10,completed,mobile
3934,120,2025-03-16,returned,store
2313,187,2024-05-20,completed,store
1958,436,2024-11-13,returned,store
5337,435,2024-05-06,cancelled,web
3729,182,2025-01-14,cancelled,web
4547,104,2025-07-19,completed,web
2042,233,2025-04-11,cancelled,web
2166,443,2025-04-30,completed,mobile
4176,381,2025-11-29,completed,store
2448,325,2024-02-15,completed,mobile
3634,46,2024-03-16,completed,partner
1951,478,2024-01-06,completed,web
4096,295,2024-01-26,shipped,web
2068,57,2025-06-04,shipped,mobile
1596,424,2026-04-21,cancelled,store
4999,100,2024-09-22,shipped,partner
5584,74,2025-12-25,shipped,mobile
2872,485,2024-05-04,completed,web
2720,359,2025-09-17,cancelled,web
2140,442,2025-11-07,completed,mobile
1796,16,2024-11-05,cancelled,web
2763,272,2026-05-06,completed,web
5218,206,2025-02-21,completed,mobile
2373,155,2024-09-12,cancelled,partner
5246,361,2025-04-30,returned,mobile
4326,312,2024-12-21,returned,store
3897,91,2024-10-15,completed,web
5083,422,2025-08-27,completed,store
1605,458,2024-09-07,completed,web
3014,298,2026-01-10,completed,web
4344,445,2024-08-11,returned,web
5811,373,2025-03-14,cancelled,mobile
5561,360,2024-07-07,returned,web
1167,235,2024-11-28,completed,web
5369,43,2026-02-15,completed,mobile
3861,477,2024-09-18,cancelled,web
1495,228,2025-09-01,cancelled,mobile
4688,472,2026-05-03,shipped,web
5885,397,2025-12-08,cancelled,web
1713,430,2025-10-09,returned,mobile
4927,73,2024-01-18,completed,store
3461,450,2026-03-30,completed,mobile
1479,337,2026-02-01,completed,mobile
1719,,2024-11-04,completed,mobile
5909,303,2026-03-15,completed,mobile
1874,404,2026-04-23,completed,mobile
4932,387,2025-05-29,completed,store
4467,26,2026-03-17,completed,partner
4509,114,2026-03-04,completed,mobile
4720,9,2024-02-23,cancelled,store
2340,58,2024-05-17,returned,mobile
3180,96,2025-05-12,completed,mobile
2909,307,2024-06-05,shipped,store
1829,17,2024-08-07,cancelled,store
4559,126,2024-07-31,completed,web
4734,337,2024-12-01,shipped,web
5943,274,2025-02-14,completed,web
2748,315,2024-02-04,completed,web
3654,151,2025-09-15,cancelled,web
1219,41,2025-12-01,shipped,web
3650,326,2025-09-18,completed,mobile
3254,114,2025-05-18,completed,web
4021,45,2025-05-19,completed,web
3483,196,2024-11-05,completed,web
4035,43,2024-03-03,shipped,partner
4511,95,2025-12-29,completed,web
4764,186,2025-03-31,completed,mobile
3884,94,2025-08-08,completed,partner
3993,156,2025-03-11,cancelled,store
2835,464,2025-05-10,cancelled,store
1056,261,2025-07-08,completed,store
2865,380,2025-06-19,shipped,mobile
1932,99,2025-05-31,returned,mobile
1112,250,2024-12-25,cancelled,mobile
5132,466,2025-12-05,completed,web
1968,280,2026-04-12,completed,mobile
3560,107,2024-07-09,completed,mobile
1938,37,2024-06-17,completed,store
2250,481,2025-01-12,returned,web
2877,354,2024-07-28,returned,store
2284,475,2024-11-04,returned,mobile
2292,286,2026-01-12,completed,store
1557,342,2024-11-11,completed,store
1799,122,2024-07-02,cancelled,store
1725,434,2026-04-04,shipped,mobile
5846,98,2024-10-17,cancelled,mobile
4635,41,2025-09-21,completed,web
2416,330,2026-03-20,completed,web
4485,278,2024-01-14,returned,web
1142,431,2025-09-15,cancelled,web
1436,159,2025-05-20,completed,web
2938,344,2025-03-25,returned,mobile
5453,362,2025-06-21,completed,mobile
4737,26,2024-03-30,shipped,mobile
1607,384,2024-04-18,completed,web
5021,242,2024-06-10,returned,mobile
5152,149,2025-10-22,completed,store
5141,383,2025-01-19,completed,mobile
1098,9,2024-05-25,shipped,web
1563,259,2024-02-20,completed,web
2173,366,2024-02-02,completed,web
1003,285,2024-04-05,shipped,mobile
5747,347,2024-12-15,completed,mobile
5265,273,2024-10-01,completed,mobile
2029,442,2024-09-22,returned,mobile
5215,477,2025-05-25,completed,mobile
1923,425,2026-04-12,completed,web
2901,197,2024-07-14,completed,mobile
4194,65,2024-03-22,completed,mobile
1005,233,2025-05-21,completed,web
4143,458,2026-03-19,shipped,web
3783,442,2024-02-28,returned,partner
5193,460,2026-05-21,completed,mobile
3027,301,2024-09-05,cancelled,web
1475,77,2025-05-31,completed,store
1176,312,2025-11-27,completed,store
2703,222,2026-01-20,completed,web
3816,304,2025-12-15,cancelled,mobile
3943,65,2025-07-06,shipped,store
4560,317,2026-05-04,completed,web
2653,102,2024-10-22,completed,web
5895,431,2024-03-12,completed,store
5036,256,2024-11-28,completed,store
2538,408,2025-05-26,returned,mobile
5696,204,,completed,web
4609,129,2025-01-12,cancelled,store
4754,235,2025-09-15,completed,web
2604,46,2025-03-22,completed,web
1161,254,2024-06-26,returned,web
1537,179,2026-02-21,completed,web
3187,51,2025-04-16,cancelled,mobile
4368,1,2025-12-03,completed,mobile
5163,163,2025-12-17,shipped,web
2658,145,2024-02-21,completed,web
1433,408,2025-09-29,cancelled,web
2131,207,2025-12-10,completed,mobile
4452,432,2024-07-09,completed,mobile
2686,54,2024-05-25,shipped,store
5706,168,2024-05-23,returned,mobile
4810,48,2024-01-09,returned,web
1293,191,2024-05-19,shipped,mobile
4977,189,2024-02-17,completed,web
3781,45,2026-04-07,returned,mobile
3878,388,2024-05-25,returned,mobile
2382,194,2026-04-11,completed,web
3199,319,2024-12-11,completed,mobile
1255,222,2024-01-14,cancelled,web
2163,78,2026-02-27,completed,web
2027,270,2026-03-26,cancelled,store
3272,216,2025-12-07,completed,web
5869,314,2025-11-21,returned,mobile
3303,244,2026-01-16,returned,store
1051,355,2025-02-14,completed,mobile
4313,273,2025-01-07,completed,web
1785,412,2025-11-18,completed,mobile
1014,400,2025-03-31,completed,web
5915,57,2026-03-18,completed,mobile
4662,429,2025-08-30,completed,mobile
4274,346,2024-12-08,cancelled,store
3485,74,2024-04-28,completed,web
2697,92,2025-02-07,completed,store
3565,313,2025-06-30,completed,partner
4378,123,2025-07-18,completed,store
2203,470,2025-11-18,shipped,web
1780,209,2025-03-28,completed,store
2624,417,2025-03-17,completed,web
4526,472,2024-10-26,shipped,web
4012,433,2025-12-04,completed,web
2092,500,2026-04-07,shipped,web
3709,419,2025-02-25,cancelled,web
5357,37,2025-08-05,returned,store
3259,429,2025-07-04,completed,store
4123,213,2025-06-03,completed,mobile
4714,156,2025-04-19,cancelled,web
3233,88,2024-09-15,cancelled,web
1158,384,2024-06-15,cancelled,partner
5416,463,2024-08-16,completed,store
4448,488,2026-04-27,completed,partner
2893,343,2026-04-06,completed,mobile
3579,367,2025-05-13,completed,partner
5990,406,2024-08-31,returned,partner
3162,145,2024-03-17,completed,store
1805,342,2025-10-13,completed,web
3899,360,2025-09-02,completed,web
5604,295,2025-10-07,completed,web
1515,321,2025-01-30,completed,mobile
3867,2,2025-08-01,completed,web
2138,236,2026-05-01,returned,web
1532,456,2024-07-08,completed,partner
5528,326,2025-10-10,completed,mobile
1297,43,2025-07-04,cancelled,web
1031,229,2024-03-02,completed,mobile
5370,314,2025-01-15,cancelled,web
2278,390,2026-04-12,completed,web
1621,183,2025-12-11,returned,mobile
2390,8,2025-05-27,completed,partner
3201,408,2025-10-19,cancelled,web
4349,348,2025-04-15,cancelled,web
3626,260,2024-03-14,returned,web
3638,8,2024-03-08,completed,web
1971,81,2024-11-17,returned,store
3564,167,2024-03-19,completed,partner
2777,269,2024-06-02,returned,web
3240,8,2024-04-09,returned,web
1853,141,2024-02-03,completed,mobile
1397,66,2026-03-30,shipped,web
3009,219,2025-10-13,completed,store
5538,479,2026-04-29,completed,web
2196,27,2024-06-17,completed,web
4601,274,2024-01-11,completed,store
2258,285,2025-02-25,shipped,store
2730,43,2026-04-10,completed,mobile
4286,,2025-07-09,shipped,mobile
4670,202,2025-09-14,completed,mobile
5268,264,2024-11-24,completed,web
4692,72,2026-03-08,returned,mobile
4841,135,2026-02-16,completed,web
2338,309,2025-07-05,cancelled,web
2187,441,2025-08-05,cancelled,mobile
5454,175,2025-04-08,shipped,web
1369,256,2024-10-18,shipped,mobile
5645,7,2025-04-22,cancelled,mobile
5667,138,2025-03-29,completed,web
1089,117,2026-03-21,shipped,web
4944,391,2025-12-07,cancelled,partner
3100,374,2025-04-09,cancelled,partner
5195,153,2024-03-31,completed,mobile
5144,17,2026-04-08,completed,mobile
4068,30,2026-01-06,shipped,web
5172,157,2024-06-10,completed,web
3580,390,2026-02-07,completed,mobile
5736,208,2024-05-18,completed,web
2817,472,2024-03-29,completed,web
4980,223,2025-09-21,completed,web
2754,437,2026-01-13,returned,mobile
3527,473,2024-03-09,completed,web
1090,59,2026-05-16,completed,mobile
3444,91,2025-01-11,completed,mobile
2063,176,2024-05-27,completed,web
1756,479,2025-12-20,completed,partner
2960,303,2025-03-07,completed,web
1737,36,2026-05-25,completed,web
4727,34,2024-08-15,completed,web
3454,277,2024-04-24,cancelled,mobile
4751,175,2025-08-29,completed,web
1959,491,2025-01-11,cancelled,web
3979,95,2024-10-05,completed,web
4414,50,2025-07-27,completed,web
3121,467,2026-05-17,completed,web
1588,310,2024-02-01,completed,mobile
1460,182,2024-03-05,returned,mobile
1266,22,2024-07-17,completed,mobile
3070,14,2024-10-02,completed,web
3129,116,2024-02-17,cancelled,mobile
1261,125,2024-10-21,returned,store
4333,211,2024-07-27,returned,mobile
1009,418,2024-07-26,returned,web
4075,412,2026-03-08,completed,mobile
1828,,2024-06-24,shipped,mobile
3807,48,2024-05-13,completed,store
1671,485,2024-09-04,shipped,store
3688,373,2024-10-27,completed,web
1318,469,2024-06-12,completed,mobile
1690,383,2026-03-10,completed,mobile
1298,465,2026-01-13,completed,web
3241,124,2025-03-27,shipped,partner
5477,495,2024-05-10,returned,web
2241,28,2024-03-26,shipped,web
3271,318,2025-12-10,completed,web
5687,159,2025-01-21,completed,store
1736,152,2026-03-24,returned,store
1399,366,2025-05-13,completed,web
5764,157,2025-05-20,completed,mobile
5393,263,2024-07-23,returned,store
3439,154,2024-02-15,returned,web
4394,371,2025-09-14,completed,web
4433,183,2024-10-19,completed,store
4384,141,2025-10-11,completed,web
5777,294,2025-02-01,completed,partner
4535,271,2024-01-09,shipped,mobile
1846,297,2024-01-31,completed,store
2319,182,2025-02-17,completed,web
2160,50,2024-12-07,completed,store
5769,157,2025-04-08,cancelled,store
4473,18,2025-05-04,completed,web
4633,44,2024-04-25,completed,store
4774,48,2024-05-05,completed,web
4355,435,2024-04-29,completed,mobile
5108,475,2025-08-29,completed,mobile
1463,196,2026-05-05,completed,web
2267,273,2024-10-27,completed,mobile
5748,79,2024-10-08,returned,web
3431,134,2026-01-29,completed,web
2791,437,2024-11-17,completed,web
3886,423,2024-11-14,cancelled,web
5022,315,2025-07-19,completed,mobile
1597,141,2025-04-15,completed,store
3195,73,2026-05-14,cancelled,web
2189,317,2024-10-31,completed,store
1062,231,2025-02-07,completed,store
1057,291,2024-12-09,completed,partner
1122,475,2024-10-28,returned,store
2676,177,2025-12-08,completed,web
1451,302,2025-12-19,cancelled,web
2078,251,2024-06-14,shipped,mobile
4899,171,2024-06-29,returned,web
1578,259,2026-03-29,returned,mobile
1415,375,2025-06-20,shipped,web
3246,289,2025-11-05,cancelled,mobile
1440,190,2026-04-28,completed,web
3873,34,2025-10-19,completed,web
4343,148,2025-05-27,completed,store
1774,213,2024-09-23,completed,web
1635,43,2025-10-02,completed,store
1277,234,2025-10-19,returned,store
3524,312,2025-10-25,cancelled,mobile
2045,341,2024-11-06,completed,mobile
2680,95,2026-04-04,cancelled,store
1486,431,2025-02-13,cancelled,web
4376,153,2024-12-05,completed,web
2293,178,2025-03-23,completed,web
1823,43,2024-05-06,returned,web
2016,423,2024-06-17,completed,web
2164,18,2025-02-19,cancelled,partner
4307,160,2025-08-25,cancelled,web
2128,293,2025-12-09,completed,store
2908,391,2025-07-12,completed,web
3703,162,2025-08-05,returned,web
5102,43,2024-06-23,returned,mobile
5489,231,2026-03-01,completed,store
3537,191,2024-06-24,completed,web
4301,14,2026-03-03,completed,web
5372,23,2025-11-09,completed,store
1606,395,2025-03-30,completed,web
3205,117,2026-03-28,completed,store
5620,74,2024-02-09,completed,mobile
2348,105,2024-12-03,returned,web
3559,477,2024-06-01,completed,web
1658,386,2025-08-28,shipped,web
4584,71,2024-09-10,cancelled,web
5445,350,2025-08-30,completed,mobile
3426,5,2025-05-18,cancelled,mobile
3042,209,2026-03-19,completed,store
4943,211,2024-08-02,completed,mobile
5845,307,2024-07-30,completed,mobile
1538,33,2024-07-26,shipped,web
2876,487,2025-01-15,cancelled,store
2931,330,2025-07-18,shipped,web
1026,38,2026-03-23,completed,mobile
4241,306,2025-01-30,completed,web
2552,292,2024-01-16,completed,web
2507,380,2024-09-19,shipped,mobile
2122,195,2024-02-15,completed,web
3006,325,,completed,web
5913,323,2025-02-04,returned,store
4125,420,2025-04-29,returned,web
1852,388,2025-01-27,completed,web
1330,189,2025-02-28,completed,store
4115,171,2024-09-22,completed,mobile
4924,256,2026-01-26,shipped,mobile
4558,296,2024-10-19,completed,mobile
4332,462,2025-11-24,returned,web
4273,314,2025-03-22,completed,web
3307,210,2024-06-09,returned,mobile
4663,130,2025-12-10,completed,web
1204,397,2025-06-19,completed,mobile
5283,330,2025-06-03,completed,partner
5495,259,2025-12-28,completed,web
4617,46,2024-04-19,completed,store
2789,189,2025-08-06,completed,mobile
4121,314,2024-06-13,shipped,web
2947,50,2024-06-25,completed,web
2913,452,2025-12-27,completed,store
1962,229,2025-06-09,completed,mobile
1492,156,2026-03-07,returned,mobile
4271,52,2024-04-08,cancelled,store
1679,364,2025-11-07,completed,store
5304,83,2024-02-12,completed,mobile
4607,495,2025-08-03,completed,web
3848,283,2026-04-17,shipped,web
5615,407,2026-03-27,returned,web
1276,140,2026-02-09,returned,web
5590,322,2025-08-02,cancelled,store
4327,156,2025-09-24,completed,web
4579,161,2024-07-06,completed,web
2206,101,2025-11-09,shipped,store
5503,171,2025-05-13,completed,store
1899,433,2024-11-11,completed,store
2344,285,2024-10-02,returned,store
4893,467,2024-02-04,cancelled,web
1100,356,2024-12-10,completed,web
2032,171,2025-11-12,cancelled,store
3514,460,2026-03-15,cancelled,web
4162,318,2025-01-20,completed,mobile
3437,58,2024-03-07,completed,store
3440,198,2024-10-15,shipped,mobile
1824,33,2024-12-25,completed,web
5165,21,2026-02-19,completed,mobile
4965,401,2025-09-08,returned,partner
2551,,2025-02-28,returned,web
1720,388,2025-06-26,completed,store
2582,134,2025-09-02,shipped,web
1883,140,2024-10-20,returned,web
3668,130,2025-12-09,cancelled,store
5568,106,2025-05-27,completed,web
5703,396,2024-12-12,returned,store
4648,476,2025-01-29,returned,web
5952,482,2024-04-20,completed,mobile
3553,131,2025-03-22,shipped,mobile
3286,112,2026-05-13,completed,store
5551,478,2024-07-21,completed,store
3024,306,2025-06-07,returned,store
1764,242,2025-03-02,returned,mobile
1921,324,2025-08-03,completed,web
2622,234,2024-01-17,completed,web
4154,434,2024-04-09,completed,web
2691,500,2024-02-04,returned,store
5412,405,2024-02-12,shipped,web
3898,435,2024-05-23,shipped,mobile
4246,160,2024-11-18,completed,mobile
2729,500,2026-03-11,completed,web
2156,179,2025-01-11,cancelled,web
3373,467,2024-08-28,cancelled,mobile
4097,295,2025-05-12,returned,mobile
1794,11,2025-07-23,completed,store
3096,121,2025-06-28,completed,mobile
1163,381,2026-05-22,completed,mobile
4678,12,2026-01-20,cancelled,mobile
4184,268,2024-04-21,completed,store
1419,72,2025-07-07,completed,mobile
2124,409,2024-05-29,completed,mobile
2245,209,2026-01-12,completed,mobile
3962,311,2025-09-14,returned,mobile
1710,414,2026-02-21,completed,store
3052,426,2026-02-18,cancelled,mobile
4536,73,2024-04-27,cancelled,partner
3869,98,2024-07-08,shipped,web
2741,368,2026-05-29,completed,mobile
2167,364,2026-01-09,completed,web
4946,200,2025-10-07,shipped,mobile
2197,328,2025-10-16,returned,store
2226,340,2025-01-19,completed,store
3765,76,2025-03-11,completed,store
1909,429,2025-03-06,returned,store
4256,298,2026-03-02,cancelled,partner
5648,171,2025-12-18,shipped,web
3428,51,2024-02-01,returned,web
1455,125,2025-05-16,completed,mobile
2093,60,2024-02-07,completed,mobile
5889,415,2024-09-04,completed,mobile
3923,57,2026-03-15,returned,store
3262,167,2024-11-23,completed,store
2490,234,2024-10-02,completed,mobile
5828,172,2026-05-04,shipped,mobile
3093,61,2025-08-02,completed,web
1955,471,2026-02-28,completed,web
1037,214,2025-04-09,returned,store
5422,486,2024-12-28,shipped,partner
5692,370,2024-10-14,completed,mobile
1721,395,2025-06-03,completed,mobile
